group,,X,X,X,X,X,X,X,X,W,W,Z,Z,sampling,bolus,bolus,bolus,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-bolus,cumulative-bolus,cumulative-bolus,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,initial-volume,computed-volume
var,,VCD:VCD,X:Glc,X:Gln,X:Amm,X:Lac,X:DCD,X:Lysed,X:Titer,W:temp,W:pH,Z:Stir,Z:DO,SampleVol:BRvol,BolusFeed:BRvol,BolusFeed_Glc:Glc,BolusFeed_Gln:Gln,Cumulative-SampleVol:BRvol,Cumulative-SampleVol:VCD,Cumulative-SampleVol:Glc,Cumulative-SampleVol:Gln,Cumulative-SampleVol:Amm,Cumulative-SampleVol:Lac,Cumulative-SampleVol:DCD,Cumulative-SampleVol:Lysed,Cumulative-SampleVol:Titer,Cumulative-BolusFeed:BRvol,Cumulative-BolusFeed_Glc:Glc,Cumulative-BolusFeed_Gln:Gln,Cumulative-Total:BRvol,Cumulative-Total:VCD,Cumulative-Total:Glc,Cumulative-Total:Gln,Cumulative-Total:Amm,Cumulative-Total:Lac,Cumulative-Total:DCD,Cumulative-Total:Lysed,Cumulative-Total:Titer,Volume:BRvol,ComputedBRvol
run_idx,timestamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,1.677639696555429,3.581536087505219,3.150947147863783,0.1,0.1,0.0,0.0,0.0,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,86400,2.286811059583921,3.017846852519591,2.377050659388309,0.1603829669206272,0.8956024278026088,0.01380470284747496,0.0007408820119379996,25.53810488157711,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,172800,2.872931437560787,3.520670981929985,1.369571411589139,0.3224467205926589,0.9173841351644085,0.004758045717830025,0.0,50.81029813398811,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,259200,3.604752869743762,3.063754831748331,3.842185970246946,0.3749205088553342,2.24970596886022,0.02995697705381575,0.002528528160353981,111.8201432772349,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,345600,4.503902192710212,2.110919683190132,6.18966722984426,0.9833964004062008,3.117568029105631,0.06605082129824193,0.00202297760400381,174.1214056355894,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.131578947368421,7.078947368421054,0.0,0.0,1.131578947368421,7.078947368421054,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,432000,5.060423559294999,3.105395266081988,8.499887127109469,0.9646871256656538,3.885064182379249,0.1500450677824537,0.0,288.8125368900259,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6973684210526314,10.61842105263158,0.0,0.0,1.6973684210526314,10.61842105263158,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,518400,5.973410145038479,2.084242493342387,10.33686689181674,1.343381732976536,5.188638857730118,0.3246737865912054,0.0,419.1513392315691,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.263157894736842,14.157894736842108,0.0,0.0,2.263157894736842,14.157894736842108,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,604800,6.503480168399732,1.38858570365396,12.06677323624938,1.629542450908958,6.957267377466338,0.6280279748684755,0.007194047819626975,574.995206226392,37.0,7.368421052631579,215.7894736842105,55.0,0.0,0.0,0.5657894736842105,3.539473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8289473684210527,17.697368421052634,0.0,0.0,2.8289473684210527,17.697368421052634,0.0,0.0,0.0,0.0,0.0,1.0,1.0
