group,,X,X,X,X,X,X,X,X,W,W,Z,Z,sampling,bolus,bolus,bolus,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-bolus,cumulative-bolus,cumulative-bolus,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,initial-volume,computed-volume
var,,VCD:VCD,X:Glc,X:Gln,X:Amm,X:Lac,X:DCD,X:Lysed,X:Titer,W:temp,W:pH,Z:Stir,Z:DO,SampleVol:BRvol,BolusFeed:BRvol,BolusFeed_Glc:Glc,BolusFeed_Gln:Gln,Cumulative-SampleVol:BRvol,Cumulative-SampleVol:VCD,Cumulative-SampleVol:Glc,Cumulative-SampleVol:Gln,Cumulative-SampleVol:Amm,Cumulative-SampleVol:Lac,Cumulative-SampleVol:DCD,Cumulative-SampleVol:Lysed,Cumulative-SampleVol:Titer,Cumulative-BolusFeed:BRvol,Cumulative-BolusFeed_Glc:Glc,Cumulative-BolusFeed_Gln:Gln,Cumulative-Total:BRvol,Cumulative-Total:VCD,Cumulative-Total:Glc,Cumulative-Total:Gln,Cumulative-Total:Amm,Cumulative-Total:Lac,Cumulative-Total:DCD,Cumulative-Total:Lysed,Cumulative-Total:Titer,Volume:BRvol,ComputedBRvol
run_idx,timestamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.5593963632574336,4.648936179782481,3.573330049539239,0.1,0.1,0.0,0.0,0.0,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,86400,1.152892325420335,4.023552658848923,2.788032982036578,0.1842364687253545,0.4141768219542399,0.0,0.0,13.96590300226776,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,172800,2.292108563055844,3.751200112264852,1.314657424919257,0.3185187785638696,1.538922811890211,0.009759221917201862,0.000957160110128466,27.92990501214971,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,259200,4.218441781198732,3.774415864236969,1.125219847255009,0.5388586154466773,2.345408182064017,0.03326113121142142,0.005437254030941085,75.31131180913484,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,345600,6.428706111660913,4.465779778141649,0.029365596833585,0.7998978184976028,4.460929216876615,0.0917690666902772,0.0,161.6098351329584,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8157894736842106,3.394736842105264,0.0,0.0,1.8157894736842106,3.394736842105264,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,432000,7.510675080789433,3.90097634437464,0.04714325072638325,0.7761641476204908,5.890665614486637,0.2386862196729388,0.008660433144273574,235.4235448327719,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723684210526316,5.0921052631578965,0.0,0.0,2.723684210526316,5.0921052631578965,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,518400,8.803326008274599,2.336520537483016,0.0,0.7798977968509277,8.265312937293157,0.4611355366408439,0.01787448293747775,330.3410431997538,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6315789473684212,6.789473684210528,0.0,0.0,3.6315789473684212,6.789473684210528,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,604800,9.970658694873503,3.183240990415979,0.0,0.8817694476881599,9.989786799898315,0.7324492111552593,0.006073461454888104,469.2228768079413,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5394736842105265,8.486842105263161,0.0,0.0,4.5394736842105265,8.486842105263161,0.0,0.0,0.0,0.0,0.0,1.0,1.0
