group,,X,X,X,X,X,X,X,X,W,W,Z,Z,sampling,bolus,bolus,bolus,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-sampling,cumulative-bolus,cumulative-bolus,cumulative-bolus,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,cumulative-total,initial-volume,computed-volume
var,,VCD:VCD,X:Glc,X:Gln,X:Amm,X:Lac,X:DCD,X:Lysed,X:Titer,W:temp,W:pH,Z:Stir,Z:DO,SampleVol:BRvol,BolusFeed:BRvol,BolusFeed_Glc:Glc,BolusFeed_Gln:Gln,Cumulative-SampleVol:BRvol,Cumulative-SampleVol:VCD,Cumulative-SampleVol:Glc,Cumulative-SampleVol:Gln,Cumulative-SampleVol:Amm,Cumulative-SampleVol:Lac,Cumulative-SampleVol:DCD,Cumulative-SampleVol:Lysed,Cumulative-SampleVol:Titer,Cumulative-BolusFeed:BRvol,Cumulative-BolusFeed_Glc:Glc,Cumulative-BolusFeed_Gln:Gln,Cumulative-Total:BRvol,Cumulative-Total:VCD,Cumulative-Total:Glc,Cumulative-Total:Gln,Cumulative-Total:Amm,Cumulative-Total:Lac,Cumulative-Total:DCD,Cumulative-Total:Lysed,Cumulative-Total:Titer,Volume:BRvol,ComputedBRvol
run_idx,timestamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0.5593963632574336,4.648936179782481,3.573330049539239,0.1,0.1,0.0,0.0,0.0,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,86400,1.185381682177205,4.374795867523112,2.78488576891682,0.2287469482989397,0.5112104683890535,0.0003962097876439602,7.629247058863746e-07,7.912950202223502,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,172800,2.327971304460262,3.855084584211379,1.431555314943602,0.3641195848383142,1.290777393356653,0.004029057733032495,1.189002950189359e-05,28.83935783064165,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,259200,4.167967536362191,3.874562989374164,0.9430830517146334,0.5453679720167237,2.623401890875632,0.02327956239231274,8.751120134169144e-05,78.95336549428565,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,345600,6.330782000127701,3.556641399716533,0.002156413018086166,0.7263524761367384,4.462126380625233,0.0913702922038496,0.00043040281801165,172.6461494702794,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8157894736842106,3.394736842105264,0.0,0.0,1.8157894736842106,3.394736842105264,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,432000,7.602375345633317,3.272182430243241,0.0,0.8284656850405964,6.250656940100652,0.2359146991222375,0.001484801669830344,252.5625801722521,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723684210526316,5.0921052631578965,0.0,0.0,2.723684210526316,5.0921052631578965,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,518400,8.767975323584887,2.869783038652445,0.0,0.9267057110645426,8.216098132747566,0.4531964544626818,0.003739555824985033,350.7204736752893,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6315789473684212,6.789473684210528,0.0,0.0,3.6315789473684212,6.789473684210528,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,604800,9.817794331008878,2.364722494511089,5.901799423639162e-10,1.021501803692986,10.33553105422908,0.7517056343692597,0.007709205413297647,468.3247731987814,36.78947368421053,7.052631578947368,226.3157894736842,55.0,0.0,0.0,0.9078947368421053,1.697368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5394736842105265,8.486842105263161,0.0,0.0,4.5394736842105265,8.486842105263161,0.0,0.0,0.0,0.0,0.0,1.0,1.0
