run,time,timesteps,X:VCD,X:Glc,X:Lac,X:Titer,W:Feed
8,14,14.0,0.0764834617843639,122.49199994699929,78.36113418904017,375.9131407266119,0.0
18,0,0.0,0.9642857142857144,60.61224489795919,0.0,0.0,0.0
18,1,1.0,2.7309189004610017,58.91820688373571,2.4676429401569653,0.1544111652934467,10.510204081632653
18,2,2.0,6.496967810835099,54.967944586112615,8.847402570973394,3.7599944327811374,10.510204081632653
18,3,3.0,11.712526422702096,56.504120407833305,21.92022427914256,32.09025603312709,10.510204081632653
18,4,4.0,15.86566984919472,53.20133675298614,42.04251997927221,125.87188314534892,10.510204081632653
18,5,5.0,17.518274325752582,47.006106393559286,66.3806237114453,296.2627151898705,10.510204081632653
18,6,6.0,17.049508108239532,40.2969979363268,91.4711752566404,514.158742340626,10.510204081632653
18,7,7.0,15.339560792436927,34.73770111132932,114.89076395797905,743.343236146268,10.510204081632653
18,8,8.0,13.11520485201357,31.173384146301327,135.40670329147326,958.7202578978104,10.510204081632653
18,9,9.0,10.836341627146137,29.862540320253835,152.63994276475762,1147.7971737836272,0.0
18,10,10.0,8.748004765272608,21.60893411956609,166.70916056328812,1306.3166571781155,0.0
18,11,11.0,6.940423704135373,13.894199054079715,177.96967910428168,1434.1989079569498,0.0
18,12,12.0,5.421358011949733,7.830610064693132,186.83664250707432,1533.80175002571,0.0
18,13,13.0,4.157669835361252,3.1559468428018,193.7065213911428,1606.8302417039786,0.0
18,14,14.0,3.027012159344149,0.0010337156919927,198.882259098652,1642.45281821088,0.0
22,0,0.0,0.75,68.77551020408163,0.0,0.0,0.0
22,1,1.0,2.11838522099468,67.30842702461945,1.7280128504514205,0.0645331313775414,12.346938775510203
22,2,2.0,5.300777801136268,65.4320580309612,6.313311015870646,1.5034420274973632,12.346938775510203
22,3,3.0,10.531619241902058,69.14985960557682,16.47720044034038,15.75627268661195,12.346938775510203
22,4,4.0,15.625152148324371,66.87845495884588,33.69543731260756,78.22802333351575,12.346938775510203
22,5,5.0,18.365283029377498,60.18089313058049,56.12825880125742,217.76119069005108,12.346938775510203
22,6,6.0,18.735569286962225,51.82855887903272,80.51290379084037,421.132071656061,12.346938775510203
22,7,7.0,17.523220850761664,44.01862105502139,104.26221280436164,654.4556643476976,12.346938775510203
22,8,8.0,15.45560463907854,38.08501827711447,125.80458370400444,887.4757676941509,12.346938775510203
22,9,9.0,13.082587497614089,34.65002605136349,144.40545567099667,1101.0355474430337,0.0
22,10,10.0,10.75654587793331,30.68833443946355,159.91633967431395,1286.199613214318,0.0
22,11,11.0,8.670837906549645,19.9828427302298,172.54185897546512,1439.9333577788136,0.0
22,12,12.0,6.868595783995239,11.436469064786976,182.63371646954985,1562.796556866039,0.0
22,13,13.0,5.334868052328891,4.748603738921237,190.5570264301286,1655.794318501114,0.0
22,14,14.0,3.927190522113845,0.0019930195818658,196.60147929841384,1705.8431496804849,0.0
26,0,0.0,0.9132653061224488,65.51020408163265,0.0,0.0,0.0
26,1,1.0,2.268700003075957,63.99548061319936,2.266481007500602,0.1013702250456762,12.755102040816324
26,2,2.0,4.852817605190676,68.31974239376322,7.481108061218053,2.1058490748674403,12.755102040816324
26,3,3.0,8.03020144985266,74.55355398322388,17.23816542368565,16.59441652082327,12.755102040816324
26,4,4.0,9.849429257100594,78.10924118523516,31.00161642185615,62.97895653051971,12.755102040816324
26,5,5.0,9.41700644818678,80.97932389280727,45.79045669201285,141.93107867311176,12.755102040816324
26,6,6.0,7.520062556504349,85.12202366785418,58.67502859375343,230.2050203966937,12.755102040816324
26,7,7.0,5.260973437955173,91.439862636109,68.30515125033189,305.7669497866212,12.755102040816324
26,8,8.0,3.344908565936372,99.900706432951,74.72906732624747,360.0731727576222,12.755102040816324
26,9,9.0,2.0025458697630176,110.0072728438019,78.69091157515295,394.9735315102163,0.0
26,10,10.0,1.1628548044785942,113.2635748496598,81.02465134943674,416.0051240570907,0.0
26,11,11.0,0.6681238524519214,112.3626417581054,82.37227425825185,428.30285971623033,0.0
26,12,12.0,0.3817906954042855,111.84642723137338,83.1444344589161,435.3986662484396,0.0
26,13,13.0,0.2175108950812728,111.55190341588812,83.58498751213965,439.46310823492814,0.0
26,14,14.0,0.1237074813855766,111.38425266447108,83.83576220973902,441.7818145495612,0.0
27,0,0.0,0.6275510204081632,62.24489795918368,0.0,0.0,0.0
27,1,1.0,1.966509895702454,61.21776604301599,1.4553196405346558,0.0394649376441817,10.714285714285714
27,2,2.0,5.4703296564633614,61.68839208761704,5.745846264970134,1.139667969188726,10.714285714285714
27,3,3.0,11.75929246310936,65.04382305329295,16.172136437495485,15.14525494943351,10.714285714285714
27,4,4.0,17.798476959757984,62.69758511158651,34.67671064022556,86.48169581613604,10.714285714285714
27,5,5.0,20.25767094292334,56.54852620466132,58.57066013499378,251.5004556721223,10.714285714285714
27,6,6.0,19.398185047268417,49.80711194765001,83.3065087273045,483.3663578645889,10.714285714285714
27,7,7.0,16.755642131725846,44.700101045224585,105.72898824643453,731.0518874452288,10.714285714285714
27,8,8.0,13.55094811108645,42.2095427249079,124.44509749634368,958.0819454950264,10.714285714285714
27,9,9.0,10.481962644716347,42.48465618101904,139.24169506314482,1148.0484050576056,0.0
27,10,10.0,7.857313430365911,41.20803831131787,150.50390826076975,1297.9680603092725,0.0
27,11,11.0,5.811171729991748,35.297389599090664,158.88275265089592,1411.989486887015,0.0
27,12,12.0,4.2584707583927095,30.94636871742636,165.05193713369445,1497.089986665622,0.0
27,13,13.0,3.0973636223609207,27.770291957174603,169.55607062164327,1559.7604330226195,0.0
27,14,14.0,2.240048684169528,25.467113925770228,172.82287801702037,1605.464984209573,0.0
28,0,0.0,0.8010204081632653,31.22448979591837,0.0,0.0,0.0
28,1,1.0,2.339410182422604,29.86833180785049,1.8253206890696088,0.1036825935213099,18.46938775510204
28,2,2.0,6.0419955584897975,27.658387185172973,6.829555224571791,1.8759111567395288,18.46938775510204
28,3,3.0,12.429172992150209,37.619533430058816,18.279574448197184,18.21704051387724,18.46938775510204
28,4,4.0,19.0638331981036,41.16323693589936,38.361024117816335,91.8183531595854,18.46938775510204
28,5,5.0,22.700661141137463,39.72372431065216,65.14647238107932,260.8827697220299,18.46938775510204
28,6,6.0,22.85778892850325,36.56691320199399,94.2447821690744,506.8788143193637,18.46938775510204
28,7,7.0,20.76765902113485,34.4317618023923,121.97130459806723,781.838227586801,18.46938775510204
28,8,8.0,17.695686246636583,34.8034920745417,146.32540899281685,1046.7682798947126,18.46938775510204
28,9,9.0,14.451046918863232,38.185121525710215,166.62762006243048,1280.778709654132,18.46938775510204
28,10,10.0,11.429553184034148,44.52533300483191,182.94611833504848,1476.298589359522,0.0
28,11,11.0,8.81126297917751,42.78968564912638,195.67525930047435,1632.8559662496232,0.0
28,12,12.0,6.767892149629804,35.513688469230864,205.46490282737048,1755.007587791339,0.0
28,13,13.0,5.174965627060598,29.937750335245543,212.9690451781578,1849.4347546111003,0.0
28,14,14.0,3.937534851903999,25.685477735236184,218.6933292315336,1921.8083818131647,0.0
29,0,0.0,0.5255102040816326,69.59183673469389,0.0,0.0,0.0
29,1,1.0,1.542944523336143,68.46750689794594,1.1623390875862771,0.033277931111437,0.0
29,2,2.0,4.111079413586001,65.3266602512058,4.409440947202533,0.8132238560741042,14.387755102040815
29,3,3.0,8.963076939330202,66.30677152443242,12.199464858319589,10.333914533136843,14.387755102040815
29,4,4.0,14.544645094511967,66.68529999697574,26.68259599173664,62.58970950350485,14.387755102040815
29,5,5.0,18.04047070058947,61.49451704502854,46.92408425738573,199.6988231884692,14.387755102040815
29,6,6.0,18.84870496269079,53.80679731466593,69.74911784545765,417.1718619309535,14.387755102040815
29,7,7.0,17.78007013831816,46.36843571545527,92.31934092239872,676.330732512661,14.387755102040815
29,8,8.0,15.691412933616666,40.87750415301878,112.87882510600517,939.1524970150888,14.387755102040815
29,9,9.0,13.226330834280551,38.13586928938357,130.5969978701169,1180.983227181542,0.0
29,10,10.0,10.79079447405206,37.29759740650222,145.28440753789718,1390.170136335851,0.0
29,11,11.0,8.629169774506371,25.839575325434303,157.14016520309832,1563.3064485232628,0.0
29,12,12.0,6.794817697582468,16.752013641424025,166.55053242887047,1701.95789351015,0.0
29,13,13.0,5.271066535858475,9.65792303172169,173.9075937931368,1809.547328888428,0.0
29,14,14.0,4.017629690968412,4.218111157440058,179.57004361756432,1888.9141371741127,0.0
46,0,0.0,0.8520408163265306,41.83673469387755,0.0,0.0,0.0
46,1,1.0,2.394281632269277,40.38038830938275,2.032527999671584,0.1158097614343491,0.0
46,2,2.0,5.874275295524471,36.565252180866544,7.3575136815364255,2.4298058155113016,17.857142857142858
46,3,3.0,11.342460340273425,44.724152294715466,18.857802036212608,22.931589171885257,17.857142857142858
46,4,4.0,16.424580746592124,48.97178774316208,37.84865876590555,105.12860666256104,17.857142857142858
46,5,5.0,18.73494831787969,49.54183685095304,61.97018562355187,277.55532956507454,17.857142857142858
46,6,6.0,18.266700666445463,49.29284092052927,87.23460245441795,514.4363622699755,17.857142857142858
46,7,7.0,16.14155873776271,50.39400821481854,110.61493495356896,769.2833019750905,17.857142857142858
46,8,8.0,13.331454907504677,53.94618618233191,130.5744118175516,1006.9721084599564,0.0
