run,time,timesteps,X:VCD,X:Glc,X:Lac,X:Titer,W:Feed
0,0,0.0,0.55,45.0,0.0,0.0,0.0
0,1,1.0,1.725243590706548,44.00818832110499,1.4893890276355155,0.05463193598422201,0.0
0,2,2.0,4.77955768871642,41.08986245454785,5.872388970502604,1.3115387867442034,12.5
0,3,3.0,10.28152224623727,46.51897630884369,16.49068439980738,15.72200409055631,12.5
0,4,4.0,15.84360482174021,46.34273532657476,35.52532878037961,85.31615382746979,12.5
0,5,5.0,18.448543224616596,42.118516285137524,60.63993867519658,243.66667994275696,12.5
0,6,6.0,17.94928766957255,36.970200286908124,87.1459579131848,465.22908431114115,12.5
0,7,7.0,15.678094822863978,33.265126637388214,111.48835007789263,701.4404080272553,12.5
0,8,8.0,12.817299554361453,32.09532352894504,132.02463294888202,918.1979362623189,12.5
0,9,9.0,10.043513263972885,33.66169482914947,148.4502155468556,1100.6972390183034,12.5
0,10,10.0,7.643633957471166,37.71848008183093,161.13292010183943,1246.4598540397467,0.0
0,11,11.0,5.715288807301669,31.35484536629154,170.69268862017503,1358.6330279564133,0.0
0,12,12.0,4.230931772555115,26.620986100178015,177.80575282147367,1442.9918308418862,0.0
0,13,13.0,3.107418059294494,23.131285425571622,183.05084233789108,1505.5695636514438,0.0
0,14,14.0,2.268569055836125,20.576630455239176,186.89160199384173,1551.5323232205662,0.0
1,0,0.0,0.9273634598576322,65.2724022719798,0.0,0.0,0.0
1,1,1.0,2.8665674181836183,63.606761050782055,2.5004005483700245,0.14021895428437542,0.0
1,2,2.0,7.281175862091755,58.96086371874828,9.475155860920577,3.97733837736491,17.89492066185413
1,3,3.0,13.182569809070229,67.0030203509934,24.265912448066164,37.05640578023681,17.89492066185413
1,4,4.0,16.457627389020303,70.34389580599664,46.11280339729816,143.23988316974146,17.89492066185413
1,5,5.0,15.698689579910853,72.5411746421876,69.67576334654218,312.9111197212492,17.89492066185413
1,6,6.0,12.525351486472339,76.7814851742445,90.17146063836842,492.566121333104,17.89492066185413
1,7,7.0,8.650047157127785,84.51710343755911,105.41993376167119,640.5834017380905,17.89492066185413
1,8,8.0,5.268969416102994,95.80885243919882,115.33023622939318,742.159436382991,17.89492066185413
1,9,9.0,2.9586731210740687,109.84483497664759,121.1214860243811,803.2637540663005,17.89492066185413
1,10,10.0,1.6029264776750323,125.6134828388973,124.31226232733752,837.4514538819155,17.89492066185413
1,11,11.0,0.8569727021994993,142.36445494438107,126.02883078651526,855.9949271453469,17.89492066185413
1,12,12.0,0.4557694771717591,159.6487545178383,126.94407608137504,865.9259981616574,0.0
1,13,13.0,0.24182680716139882,159.32565351306724,127.43024572639091,871.2134923092138,0.0
1,14,14.0,0.1281526991579632,159.15383447834125,127.68805519846077,874.0204657816189,0.0
2,0,0.0,0.9929590236053089,18.356598308035608,0.0,0.0,0.0
2,1,1.0,2.9371251698523992,16.62267141317101,2.6085094723836075,0.3774113558609623,9.0554999557073
2,2,2.0,7.252332197820836,21.013716307559495,9.62326795034674,5.375575131446002,9.0554999557073
2,3,3.0,13.25657691485404,20.26282203327913,24.367748203864377,40.975575988364014,9.0554999557073
2,4,4.0,17.57524773342741,14.30260618005193,46.95636729323927,154.6450535056924,9.0554999557073
2,5,5.0,18.278243381564018,5.94878252676372,73.20719020948339,346.38521601831417,9.0554999557073
2,6,6.0,14.941155370180299,0.08362238054206131,97.77652969188799,499.43634375501784,9.0554999557073
2,7,7.0,10.284401613697291,0.31457019521673524,115.70998167286196,536.7741352274703,9.0554999557073
2,8,8.0,7.426642910974299,1.6004730257114093,128.27586733056043,609.6088938950883,9.0554999557073
2,9,9.0,5.64289201514573,4.551577069289679,137.6061608688379,694.5209018441581,0.0
2,10,10.0,4.1136816362480255,0.0640380320991687,144.65749646742967,751.0505912341431,0.0
2,11,11.0,2.6286201514569085,5.15571583411833e-09,149.4344932240314,751.1758514189825,0.0
2,12,12.0,1.6743271119939547,8.958017142090944e-09,152.4817241498235,751.1758514178337,0.0
2,13,13.0,1.0645636994602823,-1.2886802824316984e-08,154.42092723226395,751.1758514468308,0.0
2,14,14.0,0.6761080910686983,-8.979879840595743e-09,155.65320779200977,751.1758514421326,0.0
3,0,0.0,0.587644990927133,60.10300546288055,0.0,0.0,0.0
3,1,1.0,1.8494598456134834,59.04026670517617,1.5954461484820208,0.051065160379310574,0.0
3,2,2.0,5.083897311498054,55.92105091885536,6.278340739257843,1.4358323897156975,0.0
3,3,3.0,10.705295723926541,48.48361270573719,17.445201686813608,17.62514286326219,0.0
3,4,4.0,16.196423999932605,35.42715533705073,37.05343270347732,92.95371198297319,5.842031682027242
3,5,5.0,18.661885791029214,24.279048807667778,62.58118622766474,258.3967928203266,5.842031682027242
3,6,6.0,17.948866900520166,12.389458441050326,89.25396609565719,482.8642703149792,5.842031682027242
3,7,7.0,15.198108734249915,2.322621743427244,113.31873338330851,704.1383215234887,5.842031682027242
3,8,8.0,10.36824479791559,0.06911757869442456,131.76814021114654,755.000474488398,5.842031682027242
3,9,9.0,6.836665730729626,0.2452359104713922,143.96466160649373,776.4950801511078,5.842031682027242
3,10,10.0,4.692027934763642,1.1589186257504427,152.12705872182818,818.2187228139796,0.0
3,11,11.0,3.0385370651824517,1.7026347834334108e-08,157.65199435403989,827.5819040272345,0.0
3,12,12.0,1.923785725564418,1.497740295859774e-08,161.1646549132798,827.581904467989,0.0
3,13,13.0,1.2156864568309074,-2.925906770229679e-08,163.38650023036215,827.5819036859209,0.0
